person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,47922,MORTGAGE,3.5,EDUCATION,A,13100,5.95,0,0.27,N,3
30,87039,RENT,1.2,DEBTCONSOLIDATION,B,13600,,0,0.16,N,3
24,68446,OWN,3.3,EDUCATION,B,7700,9.42,0,0.11,N,3
22,41491,MORTGAGE,4.4,HOMEIMPROVEMENT,B,2600,10.4,0,0.06,N,6
20,31126,RENT,2.5,VENTURE,B,8800,11.3,0,0.28,N,9
30,141018,RENT,1.9,HOMEIMPROVEMENT,A,6800,5.0,0,0.05,N,12
32,65340,MORTGAGE,5.1,VENTURE,A,7300,6.22,0,0.11,Y,1
26,152680,RENT,1.6,HOMEIMPROVEMENT,C,5700,12.86,1,0.04,Y,4
20,46833,MORTGAGE,10.2,VENTURE,B,4900,,0,0.1,Y,11
25,70705,RENT,6.1,MEDICAL,B,4300,9.55,1,0.06,N,4
30,32328,RENT,11.9,DEBTCONSOLIDATION,B,9300,,0,0.29,N,4
29,36193,RENT,1.7,VENTURE,B,7000,11.04,0,0.19,N,1
32,48260,MORTGAGE,6.4,MEDICAL,D,5200,17.79,0,0.11,N,6
20,137591,OWN,4.6,MEDICAL,C,5100,13.76,1,0.04,N,4
26,67246,MORTGAGE,1.1,PERSONAL,A,5700,6.74,0,0.08,N,10
27,103141,RENT,6.5,DEBTCONSOLIDATION,A,3300,6.87,0,0.03,N,5
32,165065,MORTGAGE,1.9,HOMEIMPROVEMENT,A,7400,6.99,0,0.04,N,7
24,96358,RENT,,MEDICAL,A,6800,6.43,0,0.07,N,5
31,94293,MORTGAGE,3.8,VENTURE,B,4000,,0,0.04,N,2
22,63984,OWN,1.7,EDUCATION,A,9000,7.23,0,0.14,N,17
29,123545,RENT,3.1,MEDICAL,C,6400,11.73,0,0.05,Y,6
26,71846,OWN,3.6,HOMEIMPROVEMENT,B,10300,10.82,0,0.14,Y,5
26,105809,RENT,0.4,EDUCATION,A,15300,,0,0.14,N,8
42,50991,RENT,4.3,MEDICAL,A,6400,7.31,0,0.13,N,4
26,84755,MORTGAGE,11.4,EDUCATION,A,16000,7.0,0,0.19,N,5
25,74189,MORTGAGE,7.8,EDUCATION,B,7300,9.17,0,0.1,N,7
20,50991,RENT,7.2,EDUCATION,B,11700,13.28,0,0.23,N,3
34,29632,MORTGAGE,1.2,EDUCATION,B,11000,10.11,0,0.37,N,8
25,70390,RENT,3.6,PERSONAL,A,4600,6.6,0,0.07,N,10
28,75139,MORTGAGE,1.3,DEBTCONSOLIDATION,D,8700,14.77,0,0.12,N,3
23,36327,MORTGAGE,1.0,EDUCATION,B,9300,9.69,0,0.26,N,6
30,64509,RENT,1.1,HOMEIMPROVEMENT,B,12100,9.17,0,0.19,N,15
34,69525,MORTGAGE,5.4,VENTURE,B,8200,,0,0.12,N,8
36,104398,MORTGAGE,6.5,EDUCATION,A,8200,,0,0.08,N,4
27,69969,MORTGAGE,4.0,MEDICAL,C,4800,12.99,0,0.07,N,8
24,85141,RENT,5.9,EDUCATION,C,9200,14.08,0,0.11,N,5
24,55677,RENT,1.0,HOMEIMPROVEMENT,A,4500,8.02,0,0.08,N,6
28,51311,OWN,1.6,VENTURE,A,7900,6.57,0,0.15,N,5
30,55976,MORTGAGE,4.4,MEDICAL,B,9000,,0,0.16,N,8
31,47830,MORTGAGE,5.5,EDUCATION,B,17300,,1,0.36,Y,1
23,53167,MORTGAGE,4.4,EDUCATION,G,3200,,1,0.06,Y,7
29,77665,MORTGAGE,0.7,VENTURE,B,13400,13.06,0,0.17,N,5
22,78664,RENT,7.1,EDUCATION,D,15300,15.55,1,0.19,Y,2
27,74856,RENT,1.6,PERSONAL,A,7800,7.95,0,0.1,N,7
36,69957,MORTGAGE,1.0,VENTURE,B,11000,8.16,0,0.16,N,3
27,116027,RENT,4.6,VENTURE,A,6600,6.76,0,0.06,N,5
23,115587,RENT,9.1,EDUCATION,D,4200,14.16,1,0.04,N,8
30,64698,MORTGAGE,5.9,PERSONAL,B,15700,10.97,0,0.24,N,1
33,130428,MORTGAGE,3.5,PERSONAL,C,8500,11.91,0,0.07,N,7
23,121936,MORTGAGE,1.8,HOMEIMPROVEMENT,A,10400,6.33,0,0.09,Y,5
20,64675,RENT,7.9,PERSONAL,B,2900,,0,0.04,N,9
23,44111,OWN,0.4,PERSONAL,B,8600,8.54,0,0.19,N,14
25,50076,RENT,6.6,EDUCATION,A,4400,7.46,0,0.09,Y,4
37,62565,RENT,3.2,VENTURE,C,19200,11.55,0,0.31,N,9
20,51296,OWN,1.4,VENTURE,B,10000,10.4,0,0.19,N,4
20,36723,MORTGAGE,4.7,VENTURE,B,11200,10.34,0,0.3,N,2
30,35731,OWN,2.4,VENTURE,B,3900,11.59,0,0.11,N,10
24,48467,MORTGAGE,2.0,DEBTCONSOLIDATION,C,12600,12.67,0,0.26,N,8
22,44749,MORTGAGE,1.8,DEBTCONSOLIDATION,A,8700,5.31,0,0.19,N,6
32,23225,RENT,5.3,MEDICAL,B,13400,7.99,0,0.58,N,4
29,91191,RENT,1.6,EDUCATION,D,11800,17.14,1,0.13,N,3
34,100592,OWN,12.2,DEBTCONSOLIDATION,A,18000,,0,0.18,N,8
32,80622,MORTGAGE,5.1,VENTURE,D,7400,17.93,1,0.09,N,2
21,20911,RENT,2.6,DEBTCONSOLIDATION,D,12700,15.63,1,0.61,N,8
20,54440,RENT,2.0,PERSONAL,A,8200,6.25,0,0.15,N,3
35,75122,RENT,3.4,DEBTCONSOLIDATION,A,4600,9.68,0,0.06,N,1
27,111676,RENT,5.1,EDUCATION,C,9800,12.2,0,0.09,N,4
46,177533,MORTGAGE,3.6,VENTURE,E,4700,17.15,0,0.03,N,6
34,60238,RENT,7.1,PERSONAL,A,9400,9.62,0,0.16,N,10
36,64734,RENT,3.5,EDUCATION,D,5600,,0,0.09,N,7
22,76424,OWN,6.2,EDUCATION,A,7000,7.27,0,0.09,N,14
27,44669,MORTGAGE,5.6,EDUCATION,B,4700,11.14,0,0.11,N,3
33,40817,RENT,2.5,EDUCATION,D,19400,16.57,0,0.48,N,2
27,93200,RENT,3.4,DEBTCONSOLIDATION,A,5600,9.53,0,0.06,Y,9
28,84130,RENT,6.1,DEBTCONSOLIDATION,C,7500,12.1,0,0.09,N,8
29,54153,RENT,0.8,DEBTCONSOLIDATION,A,7100,7.22,0,0.13,N,4
24,27346,RENT,4.9,DEBTCONSOLIDATION,B,8100,11.42,0,0.3,N,4
23,20562,RENT,4.0,HOMEIMPROVEMENT,D,5000,16.69,0,0.24,N,5
27,57739,RENT,0.6,DEBTCONSOLIDATION,A,7800,6.98,0,0.14,N,6
26,58737,RENT,0.2,EDUCATION,C,8800,11.17,0,0.15,N,5
23,52961,RENT,0.5,MEDICAL,D,8900,16.69,0,0.17,N,5
27,93879,OWN,2.6,HOMEIMPROVEMENT,C,16200,12.57,0,0.17,N,5
20,66724,RENT,2.6,PERSONAL,D,11200,15.34,0,0.17,N,5
33,22287,RENT,3.0,VENTURE,D,21000,15.48,0,0.85,N,2
32,162689,MORTGAGE,4.1,PERSONAL,A,8200,7.18,0,0.05,N,9
32,17052,RENT,0.6,MEDICAL,B,7800,8.44,0,0.46,N,3
23,45509,RENT,4.7,MEDICAL,B,5000,,0,0.11,Y,3
22,36324,MORTGAGE,6.7,HOMEIMPROVEMENT,C,6300,11.44,0,0.17,N,7
36,76353,MORTGAGE,3.4,PERSONAL,C,9000,,0,0.12,N,7
27,31484,RENT,3.4,MEDICAL,A,7500,7.97,0,0.24,N,27
31,83342,MORTGAGE,3.7,VENTURE,C,16500,,0,0.2,N,9
21,51216,MORTGAGE,8.2,PERSONAL,B,8000,10.46,0,0.16,N,5
26,85886,RENT,3.4,PERSONAL,C,5000,13.3,0,0.06,N,6
35,18091,RENT,3.1,VENTURE,B,4600,,0,0.25,N,10
29,54201,RENT,2.5,PERSONAL,B,21300,11.47,0,0.39,N,7
27,84931,MORTGAGE,1.6,DEBTCONSOLIDATION,C,10100,12.46,0,0.12,N,15
31,33956,RENT,2.2,PERSONAL,B,5300,8.95,0,0.16,N,3
30,69927,RENT,2.7,DEBTCONSOLIDATION,D,20000,16.33,0,0.29,N,12
41,68783,MORTGAGE,4.3,HOMEIMPROVEMENT,C,7000,12.8,1,0.1,Y,15
28,67836,OWN,3.8,DEBTCONSOLIDATION,D,3600,14.48,0,0.05,Y,5
32,49973,RENT,1.2,HOMEIMPROVEMENT,C,5000,11.74,0,0.1,N,5
27,86190,RENT,1.4,VENTURE,D,7400,,0,0.09,Y,4
22,71267,RENT,2.7,PERSONAL,A,7000,8.07,0,0.1,N,10
31,69218,MORTGAGE,4.0,PERSONAL,B,9300,11.42,0,0.13,Y,7
20,44833,RENT,2.5,MEDICAL,A,22500,7.04,0,0.5,N,12
34,36600,MORTGAGE,8.5,MEDICAL,B,6800,11.8,0,0.19,N,11
20,76055,RENT,1.0,EDUCATION,D,8100,,0,0.11,N,8
23,42070,RENT,2.2,HOMEIMPROVEMENT,C,5800,12.83,0,0.14,N,2
22,123180,RENT,0.9,EDUCATION,B,8500,9.84,0,0.07,N,2
32,165864,RENT,2.5,VENTURE,C,29100,,0,0.18,N,9
21,42058,RENT,4.5,EDUCATION,A,4000,6.71,0,0.1,Y,1
31,39686,MORTGAGE,5.8,EDUCATION,D,2800,15.89,1,0.07,N,15
24,74711,RENT,0.3,PERSONAL,A,4600,7.19,0,0.06,Y,6
27,69724,MORTGAGE,1.5,DEBTCONSOLIDATION,A,4300,7.42,0,0.06,N,2
25,58941,RENT,11.9,MEDICAL,A,9000,7.66,0,0.15,N,10
42,79870,MORTGAGE,1.9,DEBTCONSOLIDATION,D,14300,13.65,0,0.18,N,4
20,85248,RENT,2.3,EDUCATION,B,8900,,0,0.1,N,4
31,40706,MORTGAGE,6.2,PERSONAL,B,11100,10.41,0,0.27,Y,5
28,39058,RENT,3.4,EDUCATION,B,8500,9.81,0,0.22,N,4
23,23549,OWN,1.2,MEDICAL,A,6800,6.73,0,0.29,N,8
30,25729,MORTGAGE,1.4,EDUCATION,A,9100,5.04,0,0.35,N,2
22,37180,MORTGAGE,0.3,EDUCATION,A,4100,6.79,0,0.11,N,9
22,50636,MORTGAGE,2.1,VENTURE,B,26000,10.94,1,0.51,Y,6
21,89380,RENT,2.3,VENTURE,A,7400,7.19,0,0.08,N,9
28,81400,MORTGAGE,4.5,MEDICAL,B,6400,10.9,0,0.08,N,11
24,75702,RENT,2.2,DEBTCONSOLIDATION,B,5300,10.7,0,0.07,N,1
23,54272,MORTGAGE,4.9,VENTURE,B,8000,10.59,0,0.15,N,3
30,182944,RENT,0.9,MEDICAL,D,9900,15.76,0,0.05,Y,5
34,33049,RENT,2.3,PERSONAL,A,8600,5.66,0,0.26,N,5
20,52830,MORTGAGE,4.6,MEDICAL,B,8300,12.17,0,0.16,N,9
30,71024,RENT,5.5,HOMEIMPROVEMENT,A,6000,5.79,0,0.08,N,3
31,34839,MORTGAGE,6.1,PERSONAL,D,8500,15.24,0,0.24,N,2
36,51522,RENT,2.8,EDUCATION,D,21200,15.39,0,0.41,N,4
26,29114,MORTGAGE,2.2,MEDICAL,A,6600,,0,0.23,N,5
37,50563,MORTGAGE,0.6,MEDICAL,A,14400,8.19,0,0.28,N,6
32,125257,MORTGAGE,1.0,PERSONAL,A,6700,8.29,0,0.05,Y,4
20,65133,RENT,,VENTURE,A,7900,7.94,0,0.12,N,5
30,157269,RENT,1.7,DEBTCONSOLIDATION,A,13600,5.0,0,0.09,N,2
28,121883,RENT,8.0,MEDICAL,A,2400,7.0,0,0.02,N,6
34,28636,RENT,1.7,MEDICAL,A,11500,6.48,0,0.4,N,8
35,33697,MORTGAGE,3.0,EDUCATION,A,5300,8.35,0,0.16,N,2
22,122689,RENT,4.6,MEDICAL,B,7900,11.18,0,0.06,Y,7
33,57091,RENT,1.3,VENTURE,A,9200,,1,0.16,N,13
27,28638,RENT,9.4,DEBTCONSOLIDATION,B,15300,10.77,1,0.53,N,7
24,96526,OWN,5.0,HOMEIMPROVEMENT,D,8800,15.89,1,0.09,Y,1
37,129378,RENT,2.8,EDUCATION,B,9600,12.14,0,0.07,N,2
25,126227,RENT,1.9,DEBTCONSOLIDATION,A,4800,5.59,0,0.04,N,10
28,76908,RENT,3.6,HOMEIMPROVEMENT,D,4700,15.92,0,0.06,N,4
28,108607,RENT,5.8,EDUCATION,A,9000,8.56,0,0.08,N,5
31,77738,OWN,1.8,DEBTCONSOLIDATION,A,10800,6.2,0,0.14,N,8
36,36974,RENT,5.0,VENTURE,B,14300,10.19,0,0.39,N,5
38,104565,MORTGAGE,10.4,HOMEIMPROVEMENT,A,9900,6.82,0,0.09,N,2
33,53808,MORTGAGE,1.6,PERSONAL,B,5800,9.29,1,0.11,N,5
20,151226,MORTGAGE,2.9,MEDICAL,C,8500,12.44,0,0.06,N,7
37,50464,MORTGAGE,7.4,HOMEIMPROVEMENT,B,6200,9.64,0,0.12,N,2
32,53299,MORTGAGE,2.9,PERSONAL,C,5100,12.45,0,0.1,N,6
35,34864,RENT,8.8,DEBTCONSOLIDATION,B,5600,8.39,0,0.16,N,2
26,86117,RENT,2.2,EDUCATION,A,4000,7.46,0,0.05,N,9
28,155022,MORTGAGE,5.8,MEDICAL,B,4900,10.84,0,0.03,Y,15
34,89462,MORTGAGE,1.0,VENTURE,B,3700,,0,0.04,N,5
40,62490,MORTGAGE,4.8,VENTURE,C,11900,12.91,0,0.19,N,8
29,47861,RENT,3.8,PERSONAL,C,4100,11.43,0,0.09,N,6
21,43195,RENT,1.5,VENTURE,A,5600,7.96,0,0.13,Y,2
32,110597,RENT,3.8,VENTURE,D,6000,16.22,1,0.05,Y,7
27,43748,RENT,1.0,VENTURE,A,10500,8.37,0,0.24,N,8
22,21145,RENT,3.7,MEDICAL,G,9200,20.53,1,0.44,N,8
27,269461,RENT,5.5,VENTURE,A,9000,8.75,0,0.03,N,8
31,69462,MORTGAGE,4.0,PERSONAL,C,3500,13.71,0,0.05,N,12
34,49694,MORTGAGE,2.1,HOMEIMPROVEMENT,B,8800,12.53,0,0.18,Y,3
25,42966,MORTGAGE,2.2,VENTURE,B,6400,11.63,0,0.15,N,6
25,78997,MORTGAGE,7.6,PERSONAL,C,4900,11.86,0,0.06,Y,3
27,33729,RENT,1.6,EDUCATION,B,6900,10.94,0,0.2,N,6
39,43956,RENT,5.1,EDUCATION,B,5700,12.51,0,0.13,N,7
36,74411,MORTGAGE,1.5,MEDICAL,D,2700,14.54,0,0.04,N,16
31,38673,MORTGAGE,1.0,VENTURE,A,10200,7.12,0,0.26,N,11
31,33362,MORTGAGE,0.7,HOMEIMPROVEMENT,B,3700,10.14,0,0.11,N,9
26,46071,MORTGAGE,1.7,DEBTCONSOLIDATION,C,17700,12.3,0,0.38,Y,5
33,52089,MORTGAGE,2.4,VENTURE,A,3100,6.69,0,0.06,N,8
22,53112,MORTGAGE,4.4,VENTURE,A,11900,7.64,0,0.22,N,6
31,52379,MORTGAGE,4.1,VENTURE,A,7500,6.61,0,0.14,Y,9
20,68990,MORTGAGE,2.8,PERSONAL,A,19200,5.0,0,0.28,N,15
20,42345,RENT,1.8,VENTURE,C,3700,13.13,1,0.09,N,7
20,69529,RENT,1.4,PERSONAL,B,14400,,0,0.21,N,6
39,44824,RENT,1.0,PERSONAL,A,13100,6.95,1,0.29,N,3
27,56450,MORTGAGE,2.7,DEBTCONSOLIDATION,B,7600,11.21,0,0.13,Y,8
20,43611,MORTGAGE,2.0,PERSONAL,A,14300,6.4,0,0.33,N,2
43,24234,RENT,7.6,EDUCATION,D,5000,,0,0.21,Y,8
23,69744,RENT,5.2,PERSONAL,C,10100,13.88,0,0.14,N,2
31,102186,MORTGAGE,8.6,DEBTCONSOLIDATION,A,5800,6.51,0,0.06,Y,7
23,68112,RENT,0.8,EDUCATION,A,7700,6.19,0,0.11,Y,5
33,32325,MORTGAGE,3.4,DEBTCONSOLIDATION,D,11800,16.18,0,0.37,Y,7
28,30863,RENT,7.8,DEBTCONSOLIDATION,B,7000,11.41,0,0.23,N,4
24,91570,RENT,6.1,PERSONAL,B,6000,,0,0.07,Y,3
20,73772,RENT,2.5,MEDICAL,B,6800,12.28,0,0.09,N,5
24,64805,RENT,2.2,EDUCATION,B,7000,10.18,0,0.11,N,4
22,91773,RENT,5.7,EDUCATION,D,7800,16.08,0,0.08,Y,9
20,83834,RENT,2.3,MEDICAL,D,10500,15.31,0,0.13,N,4
32,63818,RENT,5.3,HOMEIMPROVEMENT,A,8700,6.21,0,0.14,N,3
35,120369,RENT,7.9,DEBTCONSOLIDATION,C,11800,13.44,0,0.1,N,5
24,141418,MORTGAGE,11.0,EDUCATION,C,8200,12.79,0,0.06,N,9
20,113752,RENT,9.4,PERSONAL,A,3100,7.33,0,0.03,N,8
30,87862,RENT,8.1,PERSONAL,D,7600,16.81,0,0.09,N,9
29,63466,RENT,4.0,MEDICAL,B,12000,11.79,0,0.19,N,3
22,61346,OWN,2.2,PERSONAL,A,21500,5.0,0,0.35,N,5
28,87096,MORTGAGE,4.0,DEBTCONSOLIDATION,F,2600,19.16,0,0.03,N,3
20,45244,OWN,1.7,PERSONAL,C,7200,13.4,0,0.16,N,13
28,58120,OWN,1.5,EDUCATION,A,11600,8.0,0,0.2,N,5
27,44335,RENT,7.5,VENTURE,B,6800,9.96,1,0.15,Y,5
36,57781,MORTGAGE,,EDUCATION,B,3900,10.4,0,0.07,N,6
30,39723,RENT,2.3,DEBTCONSOLIDATION,C,7000,12.62,1,0.18,Y,2
29,53751,MORTGAGE,2.4,DEBTCONSOLIDATION,A,8800,6.31,0,0.16,N,7
40,49205,RENT,8.1,EDUCATION,B,10200,9.77,0,0.21,N,7
23,102333,RENT,3.9,PERSONAL,C,2800,11.27,0,0.03,N,1
20,107052,OWN,2.4,HOMEIMPROVEMENT,C,11200,11.91,0,0.1,N,1
33,79814,MORTGAGE,1.9,PERSONAL,A,11400,5.82,0,0.14,N,5
34,28616,OWN,3.3,PERSONAL,E,8200,17.22,1,0.29,N,8
34,80795,RENT,8.8,DEBTCONSOLIDATION,A,5400,7.4,0,0.07,N,3
27,92819,RENT,1.4,MEDICAL,C,17600,12.08,0,0.19,N,3
24,50860,RENT,6.8,PERSONAL,A,6800,,0,0.13,N,8
21,87891,RENT,13.2,EDUCATION,D,8800,13.34,0,0.1,N,7
23,95701,RENT,4.4,MEDICAL,D,9300,15.7,0,0.1,N,4
20,26690,RENT,0.5,HOMEIMPROVEMENT,D,11700,14.72,0,0.44,N,2
25,96859,MORTGAGE,1.7,VENTURE,A,8100,7.09,0,0.08,N,4
38,53830,RENT,1.2,VENTURE,C,8600,13.14,0,0.16,N,8
25,30189,MORTGAGE,4.6,EDUCATION,B,7900,,0,0.26,N,6
29,64856,MORTGAGE,1.9,HOMEIMPROVEMENT,B,4100,11.75,0,0.06,N,7
31,49378,MORTGAGE,1.4,MEDICAL,D,3800,14.94,0,0.08,N,3
26,91724,RENT,14.8,PERSONAL,C,11800,12.38,0,0.13,N,8
26,81381,RENT,2.7,MEDICAL,B,8200,9.39,0,0.1,N,5
36,78623,RENT,3.0,PERSONAL,A,8300,6.44,0,0.11,N,20
29,40541,MORTGAGE,4.9,PERSONAL,B,13300,10.66,0,0.33,N,10
35,49261,RENT,6.7,MEDICAL,A,7400,6.02,0,0.15,N,2
42,51395,RENT,1.8,PERSONAL,A,12700,5.0,0,0.25,N,8
23,82836,OWN,5.8,PERSONAL,D,5100,16.31,1,0.06,N,7
27,119173,MORTGAGE,12.3,VENTURE,B,21100,9.67,0,0.18,N,8
27,78750,MORTGAGE,4.8,PERSONAL,A,25800,6.62,0,0.33,Y,7
25,39547,RENT,5.8,DEBTCONSOLIDATION,B,13500,8.66,0,0.34,N,4
25,48370,OWN,6.4,EDUCATION,A,15200,6.02,0,0.31,N,4
36,73537,RENT,1.6,EDUCATION,A,8200,5.94,0,0.11,N,1
29,107002,RENT,0.5,EDUCATION,C,14200,12.39,0,0.13,N,4
43,56756,MORTGAGE,3.9,EDUCATION,A,6800,5.0,0,0.12,Y,12
26,83935,MORTGAGE,1.0,PERSONAL,A,15800,7.26,0,0.19,Y,3
37,27498,RENT,7.4,MEDICAL,A,3900,8.08,0,0.14,N,3
39,45568,RENT,5.0,EDUCATION,C,4900,13.35,1,0.11,Y,5
28,86048,RENT,1.6,MEDICAL,A,16100,7.23,0,0.19,N,4
31,18077,MORTGAGE,1.4,PERSONAL,A,6100,6.96,0,0.34,Y,3
33,103214,MORTGAGE,2.8,VENTURE,D,8600,16.42,0,0.08,N,13
25,72614,RENT,4.8,PERSONAL,B,3300,8.28,0,0.05,N,4
38,62517,RENT,1.3,DEBTCONSOLIDATION,A,9700,9.22,0,0.16,N,9
23,21609,MORTGAGE,5.2,EDUCATION,D,5100,,0,0.24,N,4
25,96103,MORTGAGE,8.4,PERSONAL,B,5100,11.58,0,0.05,Y,2
25,159609,RENT,3.8,MEDICAL,C,5900,11.76,0,0.04,N,7
29,52887,MORTGAGE,4.1,HOMEIMPROVEMENT,A,5700,5.51,0,0.11,N,4
30,46908,OWN,5.5,EDUCATION,A,7800,6.6,0,0.17,N,4
24,51758,RENT,2.0,DEBTCONSOLIDATION,A,7400,6.0,0,0.14,N,7
27,87112,MORTGAGE,,VENTURE,B,4100,9.57,0,0.05,N,1
21,99383,MORTGAGE,,PERSONAL,B,11400,10.05,0,0.11,N,11
35,79827,MORTGAGE,4.3,PERSONAL,B,5700,10.23,0,0.07,N,1
32,52591,MORTGAGE,0.2,MEDICAL,B,8400,9.77,0,0.16,N,6
26,103581,MORTGAGE,3.1,EDUCATION,B,15400,11.34,0,0.15,N,15
27,33848,MORTGAGE,2.5,DEBTCONSOLIDATION,B,5500,11.14,1,0.16,N,9
24,108073,RENT,2.4,HOMEIMPROVEMENT,A,12700,7.24,0,0.12,N,5
22,115787,MORTGAGE,2.2,EDUCATION,B,5700,12.39,0,0.05,N,4
22,49203,RENT,3.7,EDUCATION,D,11600,15.45,1,0.24,Y,3
22,144266,RENT,1.4,MEDICAL,F,4300,20.54,0,0.03,N,4
34,98796,RENT,1.8,HOMEIMPROVEMENT,A,9500,,0,0.1,Y,5
34,59968,MORTGAGE,6.0,PERSONAL,B,3700,9.51,0,0.06,N,7
20,50492,OTHER,0.2,VENTURE,A,6400,,0,0.13,N,5
32,88505,MORTGAGE,4.0,EDUCATION,B,5400,8.9,0,0.06,N,13
21,43512,MORTGAGE,2.2,DEBTCONSOLIDATION,B,9600,11.13,0,0.22,N,9
33,123627,RENT,6.8,EDUCATION,D,8400,15.01,0,0.07,N,10
29,45226,MORTGAGE,6.0,MEDICAL,D,9000,17.06,0,0.2,Y,3
25,205279,OWN,8.3,DEBTCONSOLIDATION,A,10400,5.96,0,0.05,N,6
31,69537,RENT,5.4,VENTURE,B,7400,9.98,0,0.11,N,3
36,30871,MORTGAGE,4.2,PERSONAL,B,17900,9.2,0,0.58,N,9
20,115202,MORTGAGE,0.7,HOMEIMPROVEMENT,B,4600,11.36,0,0.04,Y,4
35,49399,RENT,2.6,EDUCATION,C,7200,14.68,0,0.15,N,4
23,23562,MORTGAGE,6.4,EDUCATION,A,8600,7.48,0,0.36,Y,4
37,154339,RENT,6.3,EDUCATION,A,10600,6.31,0,0.07,N,14
33,235493,RENT,7.2,MEDICAL,C,9500,11.77,0,0.04,N,12
21,78040,RENT,3.7,VENTURE,B,7800,11.46,1,0.1,Y,4
25,82835,RENT,2.3,PERSONAL,C,8400,11.61,0,0.1,N,10
31,75644,RENT,0.3,PERSONAL,A,8700,8.83,0,0.12,N,7
34,81785,MORTGAGE,5.2,HOMEIMPROVEMENT,A,9700,8.05,0,0.12,N,5
31,51474,RENT,6.2,MEDICAL,A,8200,7.17,0,0.16,N,5
30,59808,MORTGAGE,1.3,EDUCATION,C,8000,13.45,0,0.13,Y,9
24,54479,MORTGAGE,2.0,PERSONAL,B,6500,12.07,0,0.12,N,6
28,60094,RENT,2.2,HOMEIMPROVEMENT,A,10000,5.16,0,0.17,Y,7
28,32844,RENT,0.2,PERSONAL,A,12100,7.65,0,0.37,N,3
20,97331,OWN,2.6,DEBTCONSOLIDATION,D,3700,13.84,0,0.04,N,7
30,63247,MORTGAGE,4.0,HOMEIMPROVEMENT,B,13500,,0,0.21,N,5
26,85800,OWN,1.6,HOMEIMPROVEMENT,D,8500,16.9,0,0.1,N,3
36,77042,RENT,1.4,HOMEIMPROVEMENT,D,8000,15.86,0,0.1,N,3
35,19311,MORTGAGE,3.1,VENTURE,A,12900,6.26,0,0.67,N,6
29,75323,MORTGAGE,5.0,DEBTCONSOLIDATION,D,13900,16.45,0,0.18,N,3
35,90783,OWN,1.3,VENTURE,B,6300,10.22,1,0.07,N,3
32,39227,RENT,13.7,MEDICAL,C,14200,14.55,0,0.36,N,4
28,60111,OWN,8.8,EDUCATION,B,8800,8.95,1,0.15,N,5
20,50657,RENT,3.9,HOMEIMPROVEMENT,B,4800,9.88,0,0.09,N,8
27,73260,MORTGAGE,9.3,MEDICAL,C,5700,13.91,0,0.08,Y,9
26,55790,MORTGAGE,2.8,HOMEIMPROVEMENT,A,12000,7.0,0,0.22,N,14
27,25199,MORTGAGE,5.4,DEBTCONSOLIDATION,B,8300,7.78,0,0.33,N,14
27,36794,RENT,2.6,PERSONAL,A,3600,5.0,0,0.1,N,3
35,81895,MORTGAGE,5.4,MEDICAL,A,16400,7.05,0,0.2,N,10
35,74964,RENT,1.9,EDUCATION,B,13400,13.29,0,0.18,N,4
25,198235,RENT,5.6,PERSONAL,C,11600,12.52,0,0.06,N,10
20,60841,MORTGAGE,5.3,VENTURE,A,7200,7.18,0,0.12,N,13
22,25522,MORTGAGE,8.8,MEDICAL,A,12700,8.86,0,0.5,N,9
35,124247,RENT,5.0,PERSONAL,E,4000,17.68,0,0.03,N,5
34,101198,MORTGAGE,3.8,PERSONAL,B,4200,9.02,0,0.04,N,13
21,40947,RENT,2.5,MEDICAL,C,7600,12.34,0,0.19,N,10
20,91643,MORTGAGE,1.4,EDUCATION,A,7700,6.84,1,0.08,N,8
24,70358,MORTGAGE,1.6,MEDICAL,B,8500,12.22,0,0.12,N,3
39,39215,MORTGAGE,3.8,HOMEIMPROVEMENT,C,2600,15.07,0,0.07,N,6
31,70338,MORTGAGE,2.6,MEDICAL,A,8500,8.65,0,0.12,N,7
27,45300,MORTGAGE,2.9,EDUCATION,B,2800,12.74,0,0.06,N,4
27,29346,RENT,0.9,PERSONAL,A,10000,8.31,0,0.34,N,7
20,55614,MORTGAGE,2.0,VENTURE,A,2800,,0,0.05,N,12
26,84318,RENT,3.8,HOMEIMPROVEMENT,B,14300,10.18,0,0.17,N,9
35,59228,RENT,3.8,PERSONAL,B,10000,11.99,1,0.17,N,5
26,43988,MORTGAGE,2.1,VENTURE,B,10200,8.78,0,0.23,N,5
27,79567,RENT,2.7,HOMEIMPROVEMENT,B,8300,11.33,0,0.1,N,11
30,54504,RENT,1.4,DEBTCONSOLIDATION,B,12000,,0,0.22,N,14
21,38742,OWN,2.6,VENTURE,B,14100,10.79,0,0.36,N,10
30,68043,RENT,1.2,VENTURE,B,3800,8.94,0,0.06,N,17
23,54247,RENT,6.5,EDUCATION,A,3300,9.95,0,0.06,Y,8
25,152184,RENT,0.9,PERSONAL,A,12900,5.46,1,0.08,Y,7
26,94759,RENT,0.8,DEBTCONSOLIDATION,D,6000,14.51,0,0.06,N,3
26,90892,MORTGAGE,4.1,EDUCATION,A,7100,7.47,0,0.08,N,14
29,25071,MORTGAGE,5.7,MEDICAL,B,10700,11.22,0,0.43,Y,5
